Timestamp;MSCI Index;SP500 Index;VTSAX.O;SWPPX.O;VFIAX.O;FXAIX.O;VTIAX.O;VBTLX.O;AGTHX.O;GFACX.O;VWNAX.O;FSPSX.O;SocGenCTA;SocGenCTATrend
06/04/15;1764,49;2080,6178;52,62;32,66;191,91;73,68;27,7;11;44,36;41,93;66,75;40,05;238,6080336;290,8572993
07/04/15;1764,24;2076,3337;52,48;32,59;191,52;73,53;27,71;11,01;44,36;41,94;66,63;40,17;239,5736803;292,6611963
08/04/15;1766,44;2081,904;52,67;32,69;192,11;73,75;27,89;11,01;44,65;42,2;66,75;40,24;240,7962248;295,3100728
09/04/15;1771,86;2091,1812;52,85;32,84;192,96;74,08;27,98;10,97;44,85;42,39;67,06;40,3;242,1386638;297,7602605
10/04/15;1779,47;2102,0553;53,11;33,01;193,97;74,2;28,04;10,98;45;42,53;67,37;40,38;242,6202776;298,610366
13/04/15;1772,08;2092,4296;52,9;32,86;193,09;73,86;27,96;10,99;44,84;42,38;67,06;40,24;242,8080657;299,6492315
14/04/15;1779,85;2095,8354;52,97;32,91;193,41;73,98;28,13;11,01;44,88;42,41;67,29;40,46;242,4188443;298,8743386
15/04/15;1783,79;2106,6263;53,26;33,08;194,41;74,36;28,28;11,01;45,11;42,63;67,7;40,64;241,8906137;298,3130526
16/04/15;1786,58;2104,9858;53,22;33,06;194,26;74,31;28,39;11,01;45,25;42,76;67,78;40,77;240,4271755;295,7147459
17/04/15;1769,01;2081,1778;52,59;32,68;192,06;73,47;28,05;11,02;44,69;42,24;67,02;40,27;238,3462783;292,9024986
20/04/15;1779,12;2100,4009;53,06;32,98;193,84;74,15;28,06;11;45,05;42,57;67,47;40,31;238,4368498;293,595213
21/04/15;1781,95;2097,2889;53,01;32,94;193,56;74,04;28,22;10,99;45,19;42,7;67,29;40,63;239,2983222;294,7675387
22/04/15;1786,77;2107,9641;53,25;33,1;194,55;74,42;28,33;10,95;45,38;42,89;67,62;40,67;238,7314245;293,7836047
23/04/15;1792,31;2112,929;53,4;33,18;195,02;74,6;28,47;10,97;45,53;43,02;67,81;40,86;237,9323904;292,8376215
24/04/15;1799,86;2117,6899;53,46;33,26;195,46;74,77;28,61;10,99;45,81;43,28;67,87;41,12;238,7794297;294,066661
27/04/15;1801,57;2108,9211;53,18;33,12;194,65;74,46;28,76;10,98;45,54;43,02;67,62;41,43;239,7099531;294,5909818
28/04/15;1803,39;2114,7615;53,32;33,22;195,21;74,67;28,81;10,95;45,48;42,97;67,96;41,37;238,2242308;292,0468941
29/04/15;1795,87;2106,851;53,09;33,09;194,49;74,4;28,59;10,92;45,31;42,8;67,79;41,03;234,348799;285,7588324
30/04/15;1778,4;2085,5137;52,5;32,76;192,53;73,65;28,35;10,92;44,83;42,35;67,25;40,73;232,1452173;282,1071203
01/05/15;1787,4;2108,2903;53,04;33,12;194,63;74,45;28,45;10,88;45,28;42,78;67,86;40,86;232,454899;282,1725692
04/05/15;1790,83;2114,4865;53,2;33,22;195,21;74,67;28,47;10,86;45,36;42,85;68,13;40,91;232,385395;282,3291749
05/05/15;1773,42;2089,4601;52,55;32,83;192,91;73,79;28,16;10,85;44,77;42,29;67,39;40,41;230,1338129;278,4420669
06/05/15;1772,82;2080,1451;52,39;32,69;192,12;73,49;28,18;10,82;44,67;42,19;67,21;40,59;228,4200064;275,0197354
07/05/15;1769,25;2087,9973;52,61;32,82;192,9;73,79;28,06;10,84;44,87;42,39;67,32;40,43;228,7788542;275,2389261
08/05/15;1794,7;2116,0951;53,27;33,26;195,5;74,78;28,56;10,86;45,44;42,92;68,26;41,25;230,3741292;277,5671722
11/05/15;1789,09;2105,3275;53,05;33,1;194,54;74,42;28,41;10,8;45,23;42,72;67,97;41,04;229,7364536;277,0769886
12/05/15;1784,91;2099,1159;52,91;33,01;193,99;74,21;28,36;10,8;45,15;42,65;67,77;40,93;229,0957186;275,6583544
13/05/15;1789,97;2098,4776;52,9;33;193,96;74,2;28,56;10,79;45,12;42,62;67,86;41,29;229,2883881;274,931719
14/05/15;1803,42;2121,0952;53,46;33,36;196,07;75;28,8;10,81;45,54;43,01;68,49;41,66;229,6848277;274,8272449
15/05/15;1807,06;2122,7341;53,51;33,39;196,25;75,07;28,89;10,86;45,6;43,07;68,46;41,73;230,3805431;275,6421077
18/05/15;1808,73;2129,2039;53,73;33,5;196,86;75,3;28,78;10,82;45,76;43,21;68,62;41,58;229,9852101;275,3562669
19/05/15;1803,72;2127,8251;53,69;33,48;196,77;75,27;28,7;10,78;45,64;43,1;68,66;41,49;231,0521115;276,9979409
20/05/15;1803,95;2125,8488;53,66;33,45;196,61;75,21;28,72;10,79;45,61;43,08;68,62;41,51;231,5634298;277,9635557
21/05/15;1810,84;2130,8169;53,78;33,54;197,09;75,39;28,8;10,83;45,81;43,26;68,93;41,74;231,7415021;278,4547173
22/05/15;1803,5;2126,0614;53,67;33,46;196,65;75,23;28,67;10,81;45,76;43,21;68,67;41,42;231,8691916;278,9667956
26/05/15;1781,14;2104,1994;53,12;33,12;194,64;74,46;28,22;10,85;45,27;42,75;67,93;40,77;231,4382587;279,3120561
27/05/15;1793,6;2123,4759;53,61;33,43;196,45;75,15;28,42;10,85;45,74;43,19;68,54;41,16;232,5438393;280,9957491
28/05/15;1791,35;2120,7898;53,56;33,39;196,23;75,07;28,32;10,85;45,63;43,08;68,52;41,07;232,1943259;280,7524068
29/05/15;1779,31;2107,3896;53,23;33,18;195;74,59;28,08;10,85;45,47;42,93;68,16;40,71;231,2142336;279,6038487
01/06/15;1778,28;2111,7316;53,34;33,25;195,42;74,76;28,02;10,82;45,54;42,99;68,16;40,53;230,3918046;278,9431448
02/06/15;1782,39;2109,5972;53,31;33,22;195,23;74,68;28,13;10,78;45,56;43,01;68,12;40,77;228,5235575;275,655242
04/06/15;1775,44;2095,8441;53,02;33,01;194;74,21;27,93;10,76;45,35;42,81;67,71;40,63;227,9787757;274,6629917
05/06/15;1760,43;2092,8309;53,01;32,96;193,73;74,11;27,66;10,71;45,39;42,85;67,68;40,09;227,7323307;274,9848967
08/06/15;1752,2;2079,2804;52,67;32,76;192,51;73,64;27,61;10,72;45,01;42,49;67,3;40,08;225,9576126;272,211674
09/06/15;1751,65;2080,1521;52,67;32,77;192,59;73,67;27,47;10,7;45,05;42,52;67,41;39,86;224,7168794;270,1072056
10/06/15;1776,71;2105,2023;53,3;33,17;194,92;74,57;27,94;10,67;45,62;43,06;68,37;40,64;224,5712628;269,8876084
11/06/15;1779,45;2108,8562;53,42;33,23;195,32;74,72;27,97;10,72;45,67;43,11;68,57;40,75;226,0974491;272,5343962
12/06/15;1770,17;2094,1057;53,08;33;193,96;74,2;27,8;10,71;45,4;42,85;68,09;40,48;225,3999385;272,2089901
15/06/15;1757,09;2084,4253;52,84;32,85;193,07;73,86;27,6;10,72;45,26;42,71;67,72;40,13;224,6198293;271,356976
16/06/15;1763,68;2096,2924;53,14;33,04;194,17;74,28;27,62;10,74;45,43;42,88;68,08;40,14;224,4987592;271,2690563
17/06/15;1762,11;2100,4437;53,23;33,1;194,56;74,43;27,64;10,74;45,49;42,93;68,11;40,16;224,2812199;271,1309804
18/06/15;1780,62;2121,2354;53,77;33,44;196,51;75,17;27,82;10,73;45,97;43,38;68,58;40,38;224,0670313;271,0341866
19/06/15;1774,88;2109,9883;53,52;33,26;194,56;74,77;27,72;10,76;45,78;43,21;67,44;40,37;224,293115;271,4743461
22/06/15;1796,12;2122,8468;53,83;33,46;195,75;75,23;28,18;10,71;46,06;43,47;67,99;41,11;225,7126661;272,5412403
23/06/15;1795,98;2124,1985;53,89;33,49;195,89;75,29;28,27;10,69;46,17;43,57;68,07;41,17;225,9954841;272,9658596
24/06/15;1785,7;2108,5781;53,46;33,24;194,45;74,73;28,12;10,71;45,77;43,19;67,59;40,98;225,3159157;272,0560643
25/06/15;1781,48;2102,3121;53,08;33,14;193,88;74,52;27,8;10,69;45,69;43,12;67,44;40,95;224,5460112;270,5929468
26/06/15;1776,22;2101,4874;53,06;33,14;193,84;74,5;27,73;10,66;45,51;42,95;67,37;40,84;224,6077613;270,6670893
29/06/15;1737,6;2057,6411;51,93;32,45;189,84;72,96;26,99;10,73;44,52;42,01;65,96;39,74;221,2260669;266,6601337
30/06/15;1735,61;2063,1118;52,1;32,54;190,36;73,16;27,04;10,72;44,73;42,2;66,09;39,55;221,4364529;266,0044164
01/07/15;1747,18;2077,4243;52,44;32,77;191,73;73,24;27,16;10,68;44,92;42,38;66,52;39,78;222,3066981;267,2006383
02/07/15;1747,25;2076,7757;52,39;32,76;191,67;73,21;27,18;10,7;44,91;42,37;66,42;39,81;222,1446365;267,1832703
06/07/15;1729,5;2068,7566;52,21;32,63;190,93;72,93;26,63;10,74;44,65;42,12;66,15;39,07;222,7318857;268,473648
07/07/15;1724,95;2081,3409;52,5;32,83;192,09;73,38;26,45;10,76;44,78;42,24;66,38;38,88;224,2477989;271,22953
08/07/15;1706,87;2046,684;51,63;32,3;188,95;72,18;25,89;10,79;43,94;41,45;65,26;38,24;222,7901882;267,8727934
09/07/15;1717,47;2051,3114;51,76;32,37;189,38;72,34;26,24;10,73;44,21;41,7;65,48;38,8;222,6103965;267,0241724
10/07/15;1743,32;2076,6184;52,4;32,77;191,72;73,23;26,88;10,69;44,76;42,22;66,33;39,79;222,1783097;266,1654226
13/07/15;1758,69;2099,5992;52,97;33,13;193,86;74,05;27,09;10,67;45,27;42,7;66,97;40,09;222,9868166;267,00757
14/07/15;1769,41;2108,955;53,22;33,28;194,72;74,38;27,22;10,69;45,61;43,02;67,27;40,4;223,2958763;267,67589
15/07/15;1768,12;2107,403;53,13;33,26;194,58;74,33;27,12;10,71;45,49;42,9;67,17;40,31;225,14164;270,3044672
16/07/15;1781,91;2124,2865;53,52;33,52;196,14;74,92;27,32;10,72;45,87;43,26;67,65;40,61;226,2193931;271,5521926
17/07/15;1780,83;2126,6439;53,53;33,56;196,36;75,01;27,27;10,72;46,07;43,45;67,53;40,54;226,8951104;272,9555744
20/07/15;1782,19;2128,2836;53,53;33,59;196,51;75,07;27,23;10,7;46,01;43,39;67,37;40,61;227,3486737;274,082335
21/07/15;1777,86;2119,21;53,29;33,44;195,69;74,75;27,21;10,72;45,91;43,3;67,07;40,55;226,5008905;273,0589115
22/07/15;1766,64;2114,1512;53,21;33,37;195,24;74,58;27;10,73;45,78;43,17;66,94;40,2;227,2426809;274,2852191
23/07/15;1762,8;2102,148;52,9;33,18;194,14;74,16;26,92;10,75;45,58;42,99;66,67;40,22;227,3442584;274,7133783
24/07/15;1745,5;2079,6492;52,32;32,83;192,06;73,37;26,62;10,75;45,23;42,65;65,82;39,78;227,8814729;275,4644447
27/07/15;1733,58;2067,6418;51,98;32,64;190,95;72,94;26,34;10,77;44,86;42,31;65,36;39,47;226,7343176;274,1265139
28/07/15;1747,06;2093,2533;52,61;33,04;193,32;73,85;26,57;10,75;45,44;42,85;66,11;39,77;226,3962567;273,556879
29/07/15;1760,69;2108,5686;52,99;33,29;194,76;74,4;26,72;10,74;45,63;43,02;66,79;39,93;226,1773315;273,3708603
30/07/15;1759,77;2108,63;53,02;33,29;194,78;74,4;26,67;10,75;45,78;43,16;66,86;39,93;227,5282887;275,272428
31/07/15;1765,6;2103,8354;52,96;33,21;194,34;74,24;26,82;10,78;45,78;43,17;66,75;40,22;228,2691208;276,6620032
03/08/15;1761,18;2098,0397;52,79;33,12;193,8;74,03;26,73;10,8;45,69;43,07;66,48;40,22;230,0961869;279,5918539
04/08/15;1758,87;2093,3239;52,68;33,05;193,37;73,87;26,74;10,76;45,69;43,07;66,31;40,13;229,2515038;278,288117
05/08/15;1762,75;2099,8422;52,87;33,16;194,05;74,12;26,85;10,74;45,88;43,25;66,56;40,39;229,8294468;279,338933
06/08/15;1752,67;2083,5585;52,43;32,92;192,6;73,57;26,74;10,76;45,37;42,77;66,22;40,28;229,3497928;278,7526006
07/08/15;1747,34;2077,5684;52,27;32,82;192,05;73,36;26,68;10,78;45,2;42,61;66,06;40,17;229,0738849;278,4440214
10/08/15;1766,62;2104,1825;52,94;33,24;194,51;74,3;27,02;10,75;45,8;43,18;66,98;40,62;227,6263671;275,4744159
11/08/15;1749,63;2084,0735;52,45;32,93;192,69;73,61;26,6;10,8;45,48;42,87;66,32;40;229,3483605;278,9988356
12/08/15;1742,42;2086,0464;52,49;32,97;192,92;73,69;26,38;10,79;45,5;42,89;66,27;39,68;227,3532591;275,7431982
13/08/15;1741,43;2083,3873;52,43;32,93;192,7;73,61;26,39;10,76;45,43;42,82;66,18;39,7;227,2625452;276,2693162
14/08/15;1743,89;2091,5436;52,65;33,06;193,46;73,9;26,38;10,76;45,49;42,88;66,34;39,64;227,0243741;275,851597
17/08/15;1749,08;2102,4364;52,98;33,24;194,5;74,3;26,32;10,77;45,8;43,17;66,61;39,62;228,0589241;277,6457358
18/08/15;1744,2;2096,9194;52,82;33,16;194,03;74,12;26,16;10,75;45,65;43,02;66,48;39,43;228,1866371;278,2065802
19/08/15;1726,01;2079,6107;52,37;32,89;192,43;73,51;25,91;10,79;45,29;42,69;65,9;39,07;228,7249294;279,0946156
20/08/15;1697,25;2035,7341;51,22;32,2;188,37;71,96;25,4;10,8;44,16;41,62;64,55;38,29;228,0410419;277,9740507
21/08/15;1650,96;1970,8891;49,72;31,18;182,41;69,68;24,8;10,82;42,84;40,37;62,66;37,41;228,8011027;279,1654475
24/08/15;1589,5;1893,2139;47,76;29,95;175,22;66,92;23,8;10,82;41,23;38,86;60,21;36,13;229,9219993;281,8571607
25/08/15;1583,86;1867,6109;47,17;29,55;172,86;66,03;24,07;10,78;41,1;38,73;59,29;36,4;228,5675288;278,877085
26/08/15;1616,48;1940,5107;48,89;30,7;179,61;68,61;24,51;10,74;42,59;40,13;61,36;36,99;229,5078556;281,0291794
27/08/15;1650,53;1987,6625;50,07;31,45;184;70,29;25;10,74;43,61;41,09;62,77;37,57;226,9426463;275,7840508
28/08/15;1658,07;1988,8714;50,17;31,47;184,14;70,34;25,04;10,74;43,71;41,19;62,81;37,58;225,095787;272,9539549
31/08/15;1645,43;1972,1847;49,78;31,21;182,61;69,76;24,87;10,72;43,31;40,8;62,54;37,31;223,9626548;270,7626806
01/09/15;1600,71;1913,8527;48,34;30,29;177,22;67,7;24,12;10,75;42,14;39,7;60,69;36,18;225,4506627;273,9820488
02/09/15;1615,67;1948,8626;49,21;30,85;180,49;68,95;24,39;10,73;42,89;40,41;61,7;36,52;225,4051217;273,9606782
03/09/15;1622,94;1951,1278;49,27;30,89;180,71;69,03;24,44;10,75;42,87;40,39;61,9;36,63;224,9773027;273,2790641
04/09/15;1595,71;1921,2244;48,57;30,42;177,95;67,98;23,93;10,77;42,34;39,89;60,85;35,88;226,7712718;276,7620057
08/09/15;1627,09;1969,4145;49,77;31,18;182,44;69,69;24,48;10,73;43,35;40,84;62,47;36,71;225,0184533;273,6278497
09/09/15;1628,18;1942,0378;49,11;30,75;179,92;68,73;24,51;10,74;42,92;40,43;61,7;36,88;225,3049018;274,1775681
10/09/15;1625,4;1952,2868;49,35;30,91;180,88;69,1;24,59;10,73;43,18;40,68;61,97;36,92;224,6247063;273,391501
11/09/15;1626,99;1961,0457;49,58;31,06;181,75;69,43;24,57;10,74;43,34;40,82;62,11;36,84;225,216817;274,6302379
14/09/15;1620,28;1953,0261;49,39;30,94;181,01;69,15;24,47;10,74;43,11;40,61;61,82;36,61;225,0138966;274,3580793
15/09/15;1634,01;1978,0867;50;31,33;183,34;70,04;24,61;10,69;43,57;41,04;62,65;36,78;224,1012403;272,7072667
16/09/15;1653,81;1995,3107;50,44;31,61;184,94;70,65;24,99;10,69;43,93;41,37;63,33;37,33;222,1479739;269,1326199
17/09/15;1652,88;1990,2043;50,37;31,53;184,5;70,48;25,03;10,74;44,03;41,47;63,02;37,53;222,6171504;269,8076045
18/09/15;1630,69;1958,0328;49,57;31,02;180,56;69,34;24,53;10,78;43,35;40,83;61,79;36,58;224,1164769;272,906075
21/09/15;1628,93;1966,9703;49,75;31,16;181,38;69,66;24,54;10,74;43,31;40,79;62,02;36,54;224,0266062;272,6148842
22/09/15;1600,76;1942,7441;49,11;30,78;179,15;68,8;24;10,77;42,73;40,24;61,18;35,61;226,0600957;276,4105013
23/09/15;1596,66;1938,7593;48,99;30,72;178,79;68,66;23,84;10,76;42,55;40,07;61,02;35,5;226,2961024;277,1631671
24/09/15;1587,38;1932,2412;48,56;30,62;178,19;68,43;23,59;10,77;42,31;39,84;60,85;35,28;225,8441891;276,7222005
25/09/15;1594,7;1931,3399;48,46;30,6;178,11;68,4;23,79;10,75;42,05;39,6;60,86;35,7;224,912356;274,6700286
28/09/15;1560,04;1881,769;47,18;29,83;173,59;66,67;23,35;10,78;40,83;38,44;59,44;35,08;226,4766214;277,6002085
29/09/15;1550,43;1884,0852;47,19;29,87;173,81;66,75;23,28;10,79;40,82;38,44;59,61;34,83;226,8858647;278,0524192
30/09/15;1581,92;1920,0266;48,07;30,44;177,14;68,03;23,78;10,78;41,73;39,3;60,7;35,57;226,5729891;276,9599513
01/10/15;1587,98;1923,8201;48,14;30,5;177,5;68,17;23,84;10,79;41,87;39,42;60,78;35,68;226,6735875;277,5531995
02/10/15;1607,13;1951,3598;48,86;30,94;180,06;68,78;24,18;10,82;42,58;40,09;61,65;36,18;226,8837139;277,6650534
05/10/15;1637,49;1987,0541;49,77;31,5;183,36;70,04;24,67;10,79;43,22;40,69;62,84;36,94;225,0577538;273,9076899
06/10/15;1640,98;1979,915;49,56;31,39;182,7;69,79;24,8;10,8;42,92;40,41;62,74;37,16;223,8460428;270,9294916
07/10/15;1653,47;1995,8265;50,03;31,65;184,24;70,38;25,08;10,79;43,32;40,78;63,28;37,44;222,8432126;268,9850307
08/10/15;1663,57;2013,4309;50,47;31,93;185,86;71,01;25,25;10,77;43,58;41,02;63,87;37,69;222,1479417;268,0123808
09/10/15;1673,77;2014,8926;50,52;31,96;186;71,06;25,38;10,77;43,7;41,14;63,83;37,93;220,8237179;265,3344011
12/10/15;1674,39;2017,4562;50,55;32;186,24;71,15;25,35;10,8;43,77;41,21;63,82;37,89;221,4802268;266,3989227
13/10/15;1661,07;2003,6903;50,17;31,78;184,98;70,67;25,07;10,8;43,44;40,89;63,42;37,49;222,098821;267,6581904
14/10/15;1653,01;1994,2424;49,92;31,63;184,12;70,34;25,08;10,84;43,33;40,78;63,04;37,43;223,1891042;269,2737752
15/10/15;1675,77;2023,8618;50,69;32,11;186,87;71,39;25,5;10,82;44,04;41,45;64,06;38,03;223,0788487;268,5585841
16/10/15;1683,55;2033,1104;50,87;32,25;187,72;71,72;25,5;10,81;44,15;41,56;64,26;38,06;223,1283722;268,7446952
19/10/15;1679,92;2033,6644;50,9;32,26;187,78;71,74;25,41;10,81;44,19;41,59;64,1;37,91;223,5875704;269,7156698
20/10/15;1677,52;2030,7672;50,83;32,22;187,51;71,63;25,33;10,79;43,98;41,39;64,09;37,77;222,4595711;267,8740512
21/10/15;1672,87;2018,941;50,46;32,03;186,44;71,23;25,26;10,81;43,64;41,07;63,7;37,86;223,4715397;269,8453363
22/10/15;1689,33;2052,5088;51,22;32,57;189,55;72,42;25,51;10,82;44,18;41,58;64,61;38,1;225,3701539;272,0078768
23/10/15;1706,61;2075,1513;51,74;32,93;191,65;73,22;25,73;10,8;44,93;42,28;65,31;38,47;225,6753051;271,9842122
26/10/15;1704,98;2071,1815;51,63;32,86;191,28;73,07;25,62;10,81;44,95;42,3;65,04;38,41;226,326604;273,2541064
27/10/15;1696,24;2065,8923;51,44;32,78;190,79;72,89;25,41;10,82;44,85;42,21;64,73;38,06;227,3898864;275,0895543
28/10/15;1714,13;2090,3539;52,15;33,17;193,06;73,76;25,52;10,79;45,35;42,67;65,78;38,28;226,3670867;273,9512337
29/10/15;1706,61;2089,4074;52,07;33,16;193;73,73;25,31;10,75;45,25;42,58;65,42;38,02;224,6847265;270,9980394
30/10/15;1705,8;2079,3598;51,85;33;192,07;73,38;25,27;10,76;45,18;42,51;65,19;38,03;223,8675482;269,7484674
02/11/15;1715,18;2104,049;52,52;33,39;194,35;74,25;25,47;10,75;45,69;42,99;65,98;38,23;223,9741091;269,8436887
03/11/15;1717,39;2109,7875;52,66;33,48;194,88;74,45;25,54;10,73;45,81;43,11;66,16;38,23;223,0723894;268,2275948
04/11/15;1713,87;2102,3137;52,51;33,37;194,26;74,21;25,44;10,72;45,76;43,05;65,99;38,06;223,1357419;268,604991
05/11/15;1710,77;2099,9291;52,46;33,34;194,08;74,15;25,4;10,72;45,72;43,01;65,85;38,01;223,6601109;268,9842613
06/11/15;1704,39;2099,2035;52,47;33,33;194,03;74,13;25,23;10,67;45,81;43,1;65,88;37,75;223,9155308;268,7096283
09/11/15;1691,6;2078,58;51,96;33,01;192,17;73,42;24,98;10,66;45,46;42,76;65,23;37,44;223,7659552;269,0159573
10/11/15;1690,51;2081,7172;52,06;33,07;192,51;73,55;24,91;10,67;45,49;42,79;65,31;37,4;225,1421158;271,1912204
11/11/15;1691,88;2075,0032;51,85;32,97;191,89;73,31;24,99;10,66;45,31;42,62;65,02;37,64;225,1920974;271,2595605
12/11/15;1671,49;2045,9656;51,09;32,51;189,24;72,3;24,76;10,67;44,76;42,11;64,01;37,23;224,9837947;271,2129039
13/11/15;1654,3;2023,0394;50,56;32,15;187,12;71,49;24,53;10,69;44,28;41,65;63,49;36,92;225,7311908;272,2532766
16/11/15;1667,45;2053,185;51,27;32,63;189,94;72,56;24,73;10,69;44,87;42,2;64,5;37,17;226,8354678;274,0866302
17/11/15;1676,1;2050,4359;51,21;32,6;189,73;72,48;24,85;10,69;44,93;42,27;64,34;37,42;227,8017869;275,4441812
18/11/15;1691,55;2083,581;52,04;33,12;192,82;73,66;25,01;10,69;45,68;42,97;65,16;37,69;228,2423556;276,6145436
19/11/15;1700,56;2081,2377;51,97;33,09;192,61;73,58;25,2;10,71;45,52;42,81;65,05;37,97;227,4768307;275,6120925
20/11/15;1702,83;2089,1662;52,18;33,22;193,38;73,87;25,2;10,7;45,73;43,01;65,14;37,86;228,4160826;276,9923578
23/11/15;1697,3;2086,59;52,16;33,18;193,14;73,78;25,06;10,7;45,76;43,04;65,01;37,65;228,2194163;276,7092716
24/11/15;1695,46;2089,1399;52,26;33,22;193,38;73,88;25,04;10,7;45,8;43,07;65,17;37,53;227,1992755;275,0122137
25/11/15;1697,83;2088,8726;52,31;33,22;193,38;73,88;25,08;10,7;45,88;43,15;65,18;37,7;228,0908055;276,3380475
27/11/15;1700,29;2090,1068;52,38;33,25;193,54;73,94;25,02;10,71;45,9;43,16;65,25;37,74;230,0399616;279,5173581
30/11/15;1694,4;2080,4068;52,14;33,09;192,65;73,6;24,94;10,71;45,66;42,94;65,01;37,64;229,8115319;278,9552487
01/12/15;1710,12;2102,6327;52,66;33,45;194,72;74,39;25,24;10,75;46,16;43,41;65,69;38,01;229,9496486;279,1890132
02/12/15;1696,23;2079,5062;52,1;33,09;192,62;73,59;25,01;10,74;45,77;43,04;64,89;37,7;230,8699071;280,9425994
03/12/15;1678,23;2049,6156;51,33;32,62;189,86;72,53;24,9;10,67;45,25;42,54;64,05;37,57;224,4558794;270,6575717
04/12/15;1694,78;2091,6874;52,29;33,29;193,76;74,02;25,01;10,69;45,95;43,2;65,15;37,67;224,0419827;270,0618544
07/12/15;1686,58;2077,0716;51,86;33,06;192,42;73,51;24,78;10,71;45,55;42,83;64,61;37,49;227,1888764;275,7836549
08/12/15;1670,68;2063,5936;51,54;32,84;191,19;73,04;24,44;10,71;45,43;42,71;63,93;36,96;226,8687673;275,1893411
09/12/15;1664,37;2047,6232;51,12;32,59;189,72;72,48;24,37;10,71;45,03;42,34;63,51;36,94;225,67816;273,020574
10/12/15;1663,88;2052,2323;51,25;32,67;190,17;72,65;24,34;10,7;45,19;42,48;63,67;36,86;226,3867894;273,8751283
11/12/15;1637,83;2012,3737;50,26;32,04;186,5;71,25;23,86;10,74;44,26;41,61;62,55;36,23;227,4662016;275,3047565
14/12/15;1632,28;2021,9396;50,4;32,2;187,4;71,59;23,85;10,69;44,4;41,74;62,58;36,1;227,3460995;275,2725459
15/12/15;1646,69;2043,409;50,96;32,54;189,4;72,36;24,07;10,66;44,88;42,18;63,38;36,35;227,1164799;274,5271078
16/12/15;1668,73;2073,0661;51,71;33,01;192,16;73,41;24,44;10,65;45,43;42,7;60,33;36,87;227,4176364;274,9243485
17/12/15;1655,22;2041,8879;50,96;32,52;189,3;72,31;24,25;10,68;44,81;42,12;59,36;36,7;229,4728096;278,295196
18/12/15;1633,75;2005,5497;49,83;31,94;184,83;70,41;23,87;10,69;44,17;41,52;58,36;35,34;228,5409205;276,2163309
21/12/15;1638,91;2021,15;50,2;31,19;186,29;70,97;23,98;10,69;44,47;41,8;58,77;35,44;228,2072507;275,5194371
22/12/15;1650,17;2038,9675;50,64;31,47;187,95;71,6;24,11;10,66;41,12;38,7;59,34;35,61;227,7725159;275,2673368
23/12/15;1671,51;2064,292;51,29;31,86;190,3;72,5;24,5;10,65;41,57;39,12;60,23;36,22;226,8561871;273,2810077
24/12/15;1674;2060,9883;51,23;31,81;190;72,38;24,44;10,66;41,55;39,1;60,14;36,21;226,5324633;272,5191002
28/12/15;1670,39;2056,5007;51,1;31,74;189,58;72,22;24,36;10,66;41,49;39,04;59,82;36,14;227,115464;273,7319076
29/12/15;1685,62;2078,3619;51,64;32,08;191,64;73,01;24,63;10,62;41,95;39,48;60,42;36,55;226,0859496;271,6471654
30/12/15;1676,43;2063,3552;51,26;31,86;190,27;72,49;24,42;10,62;41,62;39,17;59,96;36,34;227,0144846;273,589171
31/12/15;1662,79;2043,9369;50,79;31,56;188,48;71,8;24,24;10,64;41,29;38,85;59,44;35,93;226,7107392;272,8986319
04/01/16;1630,89;2012,6594;50,01;31,08;185,64;70,72;23,76;10,66;40,51;38,12;58,72;35,28;227,5350595;273,7416158
05/01/16;1630,64;2016,7144;50,1;31,14;186,01;70,86;23,73;10,65;40,48;38,08;58,8;35,19;228,3544132;274,4087241
06/01/16;1610,17;1990,2623;49,43;30,75;183,64;69,96;23,37;10,69;39,96;37,6;57,8;34,68;230,7414019;276,6775354
07/01/16;1576,32;1943,0937;48,23;30,02;179,29;68,3;22,92;10,7;38,93;36,63;56,4;34,07;230,6114945;276,1075797
08/01/16;1561,47;1922,0348;47,68;29,69;177,35;67,56;22,68;10,72;38,55;36,27;55,73;33,61;231,9628779;277,4594024
11/01/16;1557,59;1923,6748;47,66;29,72;177,5;67,62;22,6;10,69;38,48;36,2;55,77;33,61;234,0744359;280,8308116
12/01/16;1561,68;1938,6789;47,99;29,95;178,88;68,15;22,69;10,72;38,75;36,45;56,2;33,79;235,7211496;282,3905459
13/01/16;1544,28;1890,2789;46,74;29,21;174,44;66,45;22,46;10,74;37,59;35,36;54,86;33,47;235,9971791;282,6811258
14/01/16;1549,06;1921,8358;47,49;29,69;177,35;67,57;22,59;10,72;38,13;35,86;55,72;33,61;236,1963607;283,3604085
15/01/16;1521;1880,3278;46,49;29,06;173,53;66,11;21,9;10,74;37,18;34,98;54,38;32,67;240,4651375;288,9632939
19/01/16;1520,49;1881,3332;46,42;29,07;173,62;66,14;22,05;10,73;37,16;34,95;54,33;32,93;239,7185751;287,8174917
20/01/16;1491,73;1859,3285;45,96;28,74;171,62;65,38;21,53;10,74;36,97;34,77;53,61;32,09;242,7339951;292,4510655
21/01/16;1497,87;1868,9863;46,16;28,89;172,51;65,72;21,59;10,73;37,16;34,95;53,94;32,21;240,5641959;289,5990827
22/01/16;1536,79;1906,9041;47,13;29,47;176,01;67,06;22,26;10,72;37,92;35,67;54,94;33,13;236,6509381;283,9539278
